park_code,name,designation,unit_type,states,visitors_2025,dark_sky_certified,timed_entry_required,has_entrance_fees,bird_species,alerts_active,latitude,longitude
wrbr,Wright Brothers National Memorial,National Memorial,Memorials,NC,341576,False,False,True,,0,36.01637713,-75.66997163
wrst,Wrangell - St Elias National Park & Preserve,National Park & Preserve,Preserves & Reserves,AK,108840,False,False,False,196,1,61.4182147,-142.6028439
wupa,Wupatki National Monument,National Monument,Monuments,AZ,129864,True,False,True,150,3,35.55741077,-111.3957216
wwii,World War II Memorial,Park Unit,Other,DC,3993717,False,False,False,,0,38.88923917,-77.0403759
wwim,World War I Memorial,Park Unit,Other,DC,838999,False,False,False,,0,38.8959,-77.0329
yell,Yellowstone National Park,National Park,National Parks,ID|MT|WY,4762988,False,False,True,289,4,44.59824417,-110.5471695
york,Yorktown Battlefield Part of Colonial National Historical Park,Part of Colonial National Historical Park,Historical Parks,VA,,False,False,True,,1,37.2195,-76.4983
yose,Yosemite National Park,National Park,National Parks,CA,4278413,False,False,True,269,1,37.84883288,-119.5571873
yuch,Yukon - Charley Rivers National Preserve,National Preserve,Preserves & Reserves,AK,962,False,False,False,152,1,65.0935608,-142.7960021
yuho,Yucca House National Monument,National Monument,Monuments,CO,,False,False,False,121,0,37.24778944,-108.6861274
zion,Zion National Park,National Park,National Parks,UT,4984525,True,False,True,262,6,37.29839254,-113.0265138
